"","X","pplot","splot","tag","spec","yrmort","elev","elevcl","aspcl","asp","soilcl","slopcl","bqudx","bqudy","meas87","p98dbh","p98ht","p10dbh","p10ht","time","nsumba.1","nsumba.2","nsumba.3","nsumba5.1","nsumba5.2","nsumba5.3","nsumbabig.1","nsumbabig.2","nsumbabig.3","dbh","ht","dbhgrowth","bagrowth","htgrowth","stat","cpos","ch","ba","id","mort","nsumba.1cl","nsumba.2cl","nsumba.3cl","nsumba5.1cl","nsumba5.2cl","nsumba5.3cl","nsumbabig.1cl","nsumbabig.2cl","nsumbabig.3cl","dbhgrowthcl","bagrowthcl","nsumba.1cl2","nsumba.2cl2","nsumba.3cl2","nsumba5.1cl2","nsumba5.2cl2","nsumba5.3cl2","nsumbabig.1cl2","nsumbabig.2cl2","nsumbabig.3cl2","dbhgrowthcl2","bagrowthcl2"
"14937",8805.201,24,1,2032,"ABBA",NA,971,"M","W",310,"H","BSLP",5,4,FALSE,NA,NA,NA,NA,2010,0.055452138126,0.183690561516,0.386827925484,0.0503315736,0.1505918106,0.271829696754,0.053807510526,0.175626930402,0.357036313326,2.47,2.62,NA,NA,NA,"ALIVE","o",10.9275,0.000479164686,8805,FALSE,2,3,3,2,3,3,2,3,3,NA,NA,"(0.0294,0.0588]","(0.123,0.184]","(0.301,0.452]","(0.0294,0.0588]","(0.107,0.16]","(0.221,0.331]","(0.0294,0.0588]","(0.123,0.184]","(0.301,0.452]",NA,NA
"14938",8806.201,24,1,2033,"ABBA",NA,971,"M","W",310,"H","BSLP",5,4,FALSE,NA,NA,NA,NA,2010,0.055831015086,0.184069438476,0.387206802444,0.0503315736,0.1505918106,0.271829696754,0.055513831296,0.182831443872,0.38381390586,1.13,1.65,NA,NA,NA,"ALIVE","o",10.9275,0.000100287726,8806,FALSE,2,3,3,2,3,3,2,3,3,NA,NA,"(0.0294,0.0588]","(0.123,0.184]","(0.301,0.452]","(0.0294,0.0588]","(0.107,0.16]","(0.221,0.331]","(0.0294,0.0588]","(0.123,0.184]","(0.301,0.452]",NA,NA
"14939",8807.201,24,1,2034,"ABBA",NA,971,"M","W",310,"H","BSLP",4,3,FALSE,NA,NA,NA,NA,2010,0.00896486976,0.116134655406,0.398886344472,0.0045364704,0.072152742354,0.27045786999,0.008893264842,0.115165730988,0.395767819524,1.1,1.47,NA,NA,NA,"ALIVE","o",10.9275,9.50334e-05,8807,FALSE,1,2,3,1,2,3,1,2,3,NA,NA,"[0,0.0294]","(0.0615,0.123]","(0.301,0.452]","[0,0.0294]","(0.0534,0.107]","(0.221,0.331]","[0,0.0294]","(0.0615,0.123]","(0.301,0.452]",NA,NA
"14940",8808.201,24,1,2036.1,"ABBA",NA,971,"M","W",310,"H","BSLP",5,2,FALSE,NA,NA,NA,NA,2010,0.004473842604,0.111451354476,NA,0,0.063230519814,NA,0.00380703015,0.10528502985,NA,1.9,1.97,NA,NA,NA,"ALIVE","o",10.9275,0.0002835294,8808,FALSE,1,2,NA,1,2,NA,1,2,NA,NA,NA,"[0,0.0294]","(0.0615,0.123]",NA,"[0,0.0294]","(0.0534,0.107]",NA,"[0,0.0294]","(0.0615,0.123]",NA,NA,NA
"14941",8809.201,24,1,2036.2,"ABBA",NA,971,"M","W",310,"H","BSLP",5,5,FALSE,NA,NA,NA,NA,2010,0.041710489128,0.1739708124,0.395103810948,0.0404708766,0.1329784302,0.28690355694,0.04157267499,0.165076110276,0.367682991522,2.5,2.31,NA,NA,NA,"ALIVE","o",10.9275,0.000490875,8809,FALSE,2,3,3,2,3,3,2,3,3,NA,NA,"(0.0294,0.0588]","(0.123,0.184]","(0.301,0.452]","(0.0294,0.0588]","(0.107,0.16]","(0.221,0.331]","(0.0294,0.0588]","(0.123,0.184]","(0.301,0.452]",NA,NA
"14942",8810.201,24,1,2037,"ABBA",NA,971,"M","W",310,"H","BSLP",5,5,FALSE,NA,NA,NA,NA,2010,0.042168180978,0.17442850425,0.395561502798,0.0404708766,0.1329784302,0.28690355694,0.04213961598,0.174171301458,0.394969303344,0.65,1.5,NA,NA,NA,"ALIVE","o",10.9275,3.318315e-05,8810,FALSE,2,3,3,2,3,3,2,3,3,NA,NA,"(0.0294,0.0588]","(0.123,0.184]","(0.301,0.452]","(0.0294,0.0588]","(0.107,0.16]","(0.221,0.331]","(0.0294,0.0588]","(0.123,0.184]","(0.301,0.452]",NA,NA
"14943",8811.201,24,1,2038,"ABBA",NA,971,"M","W",310,"H","BSLP",5,4,FALSE,NA,NA,NA,NA,2010,0.055849589796,0.184088013186,0.387225377154,0.0503315736,0.1505918106,0.271829696754,0.055614119022,0.183116685444,0.384452530308,1.02,1.78,NA,NA,NA,"ALIVE","o",10.9275,8.1713016e-05,8811,FALSE,2,3,3,2,3,3,2,3,3,NA,NA,"(0.0294,0.0588]","(0.123,0.184]","(0.301,0.452]","(0.0294,0.0588]","(0.107,0.16]","(0.221,0.331]","(0.0294,0.0588]","(0.123,0.184]","(0.301,0.452]",NA,NA
"14944",8812.201,24,1,2039,"ABBA",NA,971,"M","W",310,"H","BSLP",5,4,FALSE,NA,NA,NA,NA,2010,0.055931302812,0.184169726202,0.38730709017,0.0503315736,0.1505918106,0.271829696754,0.055931302812,0.184169726202,0.38730709017,0,1.2,NA,NA,NA,"ALIVE","o",10.9275,0,8812,FALSE,2,3,3,2,3,3,2,3,3,NA,NA,"(0.0294,0.0588]","(0.123,0.184]","(0.301,0.452]","(0.0294,0.0588]","(0.107,0.16]","(0.221,0.331]","(0.0294,0.0588]","(0.123,0.184]","(0.301,0.452]",NA,NA
"14945",8813.201,24,1,2040,"ABBA",NA,971,"M","W",310,"H","BSLP",5,4,FALSE,NA,NA,NA,NA,2010,0.055931302812,0.184169726202,0.38730709017,0.0503315736,0.1505918106,0.271829696754,0.055931302812,0.184169726202,0.38730709017,0,1.18,NA,NA,NA,"ALIVE","o",10.9275,0,8813,FALSE,2,3,3,2,3,3,2,3,3,NA,NA,"(0.0294,0.0588]","(0.123,0.184]","(0.301,0.452]","(0.0294,0.0588]","(0.107,0.16]","(0.221,0.331]","(0.0294,0.0588]","(0.123,0.184]","(0.301,0.452]",NA,NA
"14946",8814.201,24,1,2041,"ABBA",NA,971,"M","W",310,"H","BSLP",5,4,FALSE,NA,NA,NA,NA,2010,0.055919961636,0.184158385026,0.387295748994,0.0503315736,0.1505918106,0.271829696754,0.055909782852,0.184139017062,0.387240229068,0.38,1.4,NA,NA,NA,"ALIVE","o",10.9275,1.1341176e-05,8814,FALSE,2,3,3,2,3,3,2,3,3,NA,NA,"(0.0294,0.0588]","(0.123,0.184]","(0.301,0.452]","(0.0294,0.0588]","(0.107,0.16]","(0.221,0.331]","(0.0294,0.0588]","(0.123,0.184]","(0.301,0.452]",NA,NA
"14947",8815.201,24,1,2043,"ABBA",NA,971,"M","W",310,"H","BSLP",4,1,FALSE,NA,NA,NA,NA,2010,0.011710973736,NA,NA,0.0095135502,NA,NA,0.011615940336,NA,NA,1.2,2.04,NA,NA,NA,"ALIVE","o",10.9275,0.0001130976,8815,FALSE,1,NA,NA,1,NA,NA,1,NA,NA,NA,NA,"[0,0.0294]",NA,NA,"[0,0.0294]",NA,NA,"[0,0.0294]",NA,NA,NA,NA
"14948",8816.201,24,1,2044,"ABBA",NA,971,"M","W",310,"H","BSLP",5,2,FALSE,NA,NA,NA,NA,2010,0.004757372004,0.111734883876,NA,0,0.063230519814,NA,0.004757372004,0.111734883876,NA,0,1.35,NA,NA,NA,"ALIVE","o",10.9275,0,8816,FALSE,1,2,NA,1,2,NA,1,2,NA,NA,NA,"[0,0.0294]","(0.0615,0.123]",NA,"[0,0.0294]","(0.0534,0.107]",NA,"[0,0.0294]","(0.0615,0.123]",NA,NA,NA
"14949",8817.201,24,1,2046,"ABBA",NA,971,"M","W",310,"H","BSLP",5,4,FALSE,NA,NA,NA,NA,2010,0.055931302812,0.184169726202,0.38730709017,0.0503315736,0.1505918106,0.271829696754,0.055931302812,0.184169726202,0.38730709017,0,1.33,NA,NA,NA,"ALIVE","o",10.9275,0,8817,FALSE,2,3,3,2,3,3,2,3,3,NA,NA,"(0.0294,0.0588]","(0.123,0.184]","(0.301,0.452]","(0.0294,0.0588]","(0.107,0.16]","(0.221,0.331]","(0.0294,0.0588]","(0.123,0.184]","(0.301,0.452]",NA,NA
"14950",8818.201,24,1,2047,"ABBA",NA,971,"M","W",310,"H","BSLP",5,3,FALSE,NA,NA,NA,NA,2010,0.007758982308,0.184372068804,0.354300647316,0.004417875,0.141637787214,0.243416280954,0.007725799158,0.184046308446,0.353226848436,0.75,1.65,NA,NA,NA,"ALIVE","o",10.9275,4.417875e-05,8818,FALSE,1,3,3,1,3,3,1,3,3,NA,NA,"[0,0.0294]","(0.123,0.184]","(0.301,0.452]","[0,0.0294]","(0.107,0.16]","(0.221,0.331]","[0,0.0294]","(0.123,0.184]","(0.301,0.452]",NA,NA
"14951",8819.201,24,1,2048,"ABBA",NA,971,"M","W",310,"H","BSLP",5,4,FALSE,NA,NA,NA,NA,2010,0.055613993358,0.183852416748,0.386989780716,0.0503315736,0.1505918106,0.271829696754,0.055096234116,0.178578730638,0.370067882184,2.01,2.84,NA,NA,NA,"ALIVE","o",10.9275,0.000317309454,8819,FALSE,2,3,3,2,3,3,2,3,3,NA,NA,"(0.0294,0.0588]","(0.123,0.184]","(0.301,0.452]","(0.0294,0.0588]","(0.107,0.16]","(0.221,0.331]","(0.0294,0.0588]","(0.123,0.184]","(0.301,0.452]",NA,NA
"14952",8820.201,24,1,2049,"ABBA",NA,971,"M","W",310,"H","BSLP",5,4,FALSE,NA,NA,NA,NA,2010,0.055831015086,0.184069438476,0.387206802444,0.0503315736,0.1505918106,0.271829696754,0.055513831296,0.182831443872,0.38381390586,1.13,1.87,NA,NA,NA,"ALIVE","o",10.9275,0.000100287726,8820,FALSE,2,3,3,2,3,3,2,3,3,NA,NA,"(0.0294,0.0588]","(0.123,0.184]","(0.301,0.452]","(0.0294,0.0588]","(0.107,0.16]","(0.221,0.331]","(0.0294,0.0588]","(0.123,0.184]","(0.301,0.452]",NA,NA
"14954",8822.201,24,1,2057,"ABBA",NA,971,"M","W",310,"H","BSLP",5,3,FALSE,NA,NA,NA,NA,2010,0.007604604084,0.18421769058,0.354146269092,0.004417875,0.141637787214,0.243416280954,0.007476976584,0.18077186589,0.344995188846,1.59,2.33,NA,NA,NA,"ALIVE","o",10.9275,0.000198556974,8822,FALSE,1,3,3,1,3,3,1,3,3,NA,NA,"[0,0.0294]","(0.123,0.184]","(0.301,0.452]","[0,0.0294]","(0.107,0.16]","(0.221,0.331]","[0,0.0294]","(0.123,0.184]","(0.301,0.452]",NA,NA
"14955",8823.201,24,1,2059,"ABBA",NA,971,"M","W",310,"H","BSLP",5,5,FALSE,NA,NA,NA,NA,2010,0.042167152104,0.174427475376,0.395560473924,0.0404708766,0.1329784302,0.28690355694,0.042105403956,0.174137089434,0.39490190817,0.66,1.54,NA,NA,NA,"ALIVE","o",10.9275,3.4212024e-05,8823,FALSE,2,3,3,2,3,3,2,3,3,NA,NA,"(0.0294,0.0588]","(0.123,0.184]","(0.301,0.452]","(0.0294,0.0588]","(0.107,0.16]","(0.221,0.331]","(0.0294,0.0588]","(0.123,0.184]","(0.301,0.452]",NA,NA
"14956",8824.201,24,1,2060,"ABBA",NA,971,"M","W",310,"H","BSLP",5,5,FALSE,NA,NA,NA,NA,2010,0.042201364128,0.1744616874,0.395594685948,0.0404708766,0.1329784302,0.28690355694,0.042201364128,0.1744616874,0.395594685948,0,1.07,NA,NA,NA,"ALIVE","o",10.9275,0,8824,FALSE,2,3,3,2,3,3,2,3,3,NA,NA,"(0.0294,0.0588]","(0.123,0.184]","(0.301,0.452]","(0.0294,0.0588]","(0.107,0.16]","(0.221,0.331]","(0.0294,0.0588]","(0.123,0.184]","(0.301,0.452]",NA,NA
"14957",8825.201,24,1,2061,"ABBA",NA,971,"M","W",310,"H","BSLP",5,5,FALSE,NA,NA,NA,NA,2010,0.042201364128,0.1744616874,0.395594685948,0.0404708766,0.1329784302,0.28690355694,0.042201364128,0.1744616874,0.395594685948,0,1.16,NA,NA,NA,"ALIVE","o",10.9275,0,8825,FALSE,2,3,3,2,3,3,2,3,3,NA,NA,"(0.0294,0.0588]","(0.123,0.184]","(0.301,0.452]","(0.0294,0.0588]","(0.107,0.16]","(0.221,0.331]","(0.0294,0.0588]","(0.123,0.184]","(0.301,0.452]",NA,NA
"14958",8826.201,24,1,2062,"ABBA",NA,971,"M","W",310,"H","BSLP",5,4,FALSE,NA,NA,NA,NA,2010,0.055910065596,0.184148488986,0.387285852954,0.0503315736,0.1505918106,0.271829696754,0.05587720446,0.184019903298,0.387050248662,0.52,1.51,NA,NA,NA,"ALIVE","o",10.9275,2.1237216e-05,8826,FALSE,2,3,3,2,3,3,2,3,3,NA,NA,"(0.0294,0.0588]","(0.123,0.184]","(0.301,0.452]","(0.0294,0.0588]","(0.107,0.16]","(0.221,0.331]","(0.0294,0.0588]","(0.123,0.184]","(0.301,0.452]",NA,NA
"14959",8827.201,24,1,2071,"ABBA",NA,971,"M","W",310,"H","BSLP",5,4,FALSE,NA,NA,NA,NA,2010,0.055931302812,0.184169726202,0.38730709017,0.0503315736,0.1505918106,0.271829696754,0.055931302812,0.184169726202,0.38730709017,0,1.24,NA,NA,NA,"ALIVE","o",10.9275,0,8827,FALSE,2,3,3,2,3,3,2,3,3,NA,NA,"(0.0294,0.0588]","(0.123,0.184]","(0.301,0.452]","(0.0294,0.0588]","(0.107,0.16]","(0.221,0.331]","(0.0294,0.0588]","(0.123,0.184]","(0.301,0.452]",NA,NA
"14960",8828.201,24,1,2072,"ABBA",NA,971,"M","W",310,"H","BSLP",5,4,FALSE,NA,NA,NA,NA,2010,0.055863373566,0.184101796956,0.387239160924,0.0503315736,0.1505918106,0.271829696754,0.055695832038,0.18335080533,0.3850564872,0.93,1.76,NA,NA,NA,"ALIVE","o",10.9275,6.7929246e-05,8828,FALSE,2,3,3,2,3,3,2,3,3,NA,NA,"(0.0294,0.0588]","(0.123,0.184]","(0.301,0.452]","(0.0294,0.0588]","(0.107,0.16]","(0.221,0.331]","(0.0294,0.0588]","(0.123,0.184]","(0.301,0.452]",NA,NA
"14961",8829.201,24,1,2073,"ABBA",NA,971,"M","W",310,"H","BSLP",5,4,FALSE,NA,NA,NA,NA,2010,0.055878492516,0.184116915906,0.387254279874,0.0503315736,0.1505918106,0.271829696754,0.055763761284,0.183478181502,0.385742863968,0.82,1.5,NA,NA,NA,"ALIVE","o",10.9275,5.2810296e-05,8829,FALSE,2,3,3,2,3,3,2,3,3,NA,NA,"(0.0294,0.0588]","(0.123,0.184]","(0.301,0.452]","(0.0294,0.0588]","(0.107,0.16]","(0.221,0.331]","(0.0294,0.0588]","(0.123,0.184]","(0.301,0.452]",NA,NA
"14962",8830.201,24,1,2078,"ABBA",NA,971,"M","W",310,"H","BSLP",5,4,FALSE,NA,NA,NA,NA,2010,0.055931302812,0.184169726202,0.38730709017,0.0503315736,0.1505918106,0.271829696754,0.055931302812,0.184169726202,0.38730709017,0,1.17,NA,NA,NA,"ALIVE","o",10.9275,0,8830,FALSE,2,3,3,2,3,3,2,3,3,NA,NA,"(0.0294,0.0588]","(0.123,0.184]","(0.301,0.452]","(0.0294,0.0588]","(0.107,0.16]","(0.221,0.331]","(0.0294,0.0588]","(0.123,0.184]","(0.301,0.452]",NA,NA
"14963",8831.201,24,1,2079,"ABBA",NA,971,"M","W",310,"H","BSLP",5,4,FALSE,NA,NA,NA,NA,2010,0.055904881956,0.184143305346,0.387280669314,0.0503315736,0.1505918106,0.271829696754,0.055850783604,0.183968852298,0.386953377426,0.58,1.51,NA,NA,NA,"ALIVE","o",10.9275,2.6420856e-05,8831,FALSE,2,3,3,2,3,3,2,3,3,NA,NA,"(0.0294,0.0588]","(0.123,0.184]","(0.301,0.452]","(0.0294,0.0588]","(0.107,0.16]","(0.221,0.331]","(0.0294,0.0588]","(0.123,0.184]","(0.301,0.452]",NA,NA
"14964",8832.201,24,1,2080,"ABBA",NA,971,"M","W",310,"H","BSLP",5,4,FALSE,NA,NA,NA,NA,2010,0.055333016508,0.183571439898,0.386708803866,0.0503315736,0.1505918106,0.271829696754,0.052615265472,0.171911737074,0.346387090434,2.76,2.82,NA,NA,NA,"ALIVE","o",10.9275,0.000598286304,8832,FALSE,2,3,3,2,3,3,2,3,3,NA,NA,"(0.0294,0.0588]","(0.123,0.184]","(0.301,0.452]","(0.0294,0.0588]","(0.107,0.16]","(0.221,0.331]","(0.0294,0.0588]","(0.123,0.184]","(0.301,0.452]",NA,NA
"14965",8833.201,24,1,2081,"ABBA",NA,971,"M","W",310,"H","BSLP",5,4,FALSE,NA,NA,NA,NA,2010,0.055337344062,0.183575767452,0.38671313142,0.0503315736,0.1505918106,0.271829696754,0.053213551776,0.172510023378,0.346985376738,2.75,2.9,NA,NA,NA,"ALIVE","o",10.9275,0.00059395875,8833,FALSE,2,3,3,2,3,3,2,3,3,NA,NA,"(0.0294,0.0588]","(0.123,0.184]","(0.301,0.452]","(0.0294,0.0588]","(0.107,0.16]","(0.221,0.331]","(0.0294,0.0588]","(0.123,0.184]","(0.301,0.452]",NA,NA
"14966",8834.201,24,1,2082,"ABBA",NA,971,"M","W",310,"H","BSLP",5,4,FALSE,NA,NA,NA,NA,2010,0.055537220508,0.183775643898,0.386913007866,0.0503315736,0.1505918106,0.271829696754,0.054702151812,0.17784157776,0.365805084414,2.24,2.65,NA,NA,NA,"ALIVE","o",10.9275,0.000394082304,8834,FALSE,2,3,3,2,3,3,2,3,3,NA,NA,"(0.0294,0.0588]","(0.123,0.184]","(0.301,0.452]","(0.0294,0.0588]","(0.107,0.16]","(0.221,0.331]","(0.0294,0.0588]","(0.123,0.184]","(0.301,0.452]",NA,NA
"14967",8835.201,24,1,2086,"ABBA",NA,971,"M","W",310,"H","BSLP",5,4,FALSE,NA,NA,NA,NA,2010,0.055897090788,0.184135514178,0.387272878146,0.0503315736,0.1505918106,0.271829696754,0.05581657158,0.1837843854,0.386590554042,0.66,1.67,NA,NA,NA,"ALIVE","o",10.9275,3.4212024e-05,8835,FALSE,2,3,3,2,3,3,2,3,3,NA,NA,"(0.0294,0.0588]","(0.123,0.184]","(0.301,0.452]","(0.0294,0.0588]","(0.107,0.16]","(0.221,0.331]","(0.0294,0.0588]","(0.123,0.184]","(0.301,0.452]",NA,NA
"14968",8836.201,24,1,2087,"ABBA",NA,971,"M","W",310,"H","BSLP",5,4,FALSE,NA,NA,NA,NA,2010,0.055931302812,0.184169726202,0.38730709017,0.0503315736,0.1505918106,0.271829696754,0.055931302812,0.184169726202,0.38730709017,0,1.25,NA,NA,NA,"ALIVE","o",10.9275,0,8836,FALSE,2,3,3,2,3,3,2,3,3,NA,NA,"(0.0294,0.0588]","(0.123,0.184]","(0.301,0.452]","(0.0294,0.0588]","(0.107,0.16]","(0.221,0.331]","(0.0294,0.0588]","(0.123,0.184]","(0.301,0.452]",NA,NA
"14969",8837.201,24,1,2090,"ABBA",NA,971,"M","W",310,"H","BSLP",5,3,FALSE,NA,NA,NA,NA,2010,0.007803161058,0.184416247554,0.354344826066,0.004417875,0.141637787214,0.243416280954,0.007803161058,0.184416247554,0.354344826066,0,1.15,NA,NA,NA,"ALIVE","o",10.9275,0,8837,FALSE,1,3,3,1,3,3,1,3,3,NA,NA,"[0,0.0294]","(0.123,0.184]","(0.301,0.452]","[0,0.0294]","(0.107,0.16]","(0.221,0.331]","[0,0.0294]","(0.123,0.184]","(0.301,0.452]",NA,NA
"14970",8838.201,24,1,2091,"ABBA",NA,971,"M","W",310,"H","BSLP",5,4,FALSE,NA,NA,NA,NA,2010,0.055919961636,0.184158385026,0.387295748994,0.0503315736,0.1505918106,0.271829696754,0.055909782852,0.184139017062,0.387240229068,0.38,1.46,NA,NA,NA,"ALIVE","o",10.9275,1.1341176e-05,8838,FALSE,2,3,3,2,3,3,2,3,3,NA,NA,"(0.0294,0.0588]","(0.123,0.184]","(0.301,0.452]","(0.0294,0.0588]","(0.107,0.16]","(0.221,0.331]","(0.0294,0.0588]","(0.123,0.184]","(0.301,0.452]",NA,NA
"14972",8840.201,24,1,2361,"ABBA",NA,971,"M","W",310,"H","BSLP",3,5,FALSE,NA,NA,NA,NA,2010,0.015536892756,0.120556284618,0.452235385602,0.009118494,0.074907870576,0.331109473926,0.015536892756,0.120556284618,0.452235385602,0.27,1.43,NA,NA,NA,"ALIVE","o",10.9275,5.725566e-06,8840,FALSE,1,2,NA,1,2,3,1,2,NA,NA,NA,"[0,0.0294]","(0.0615,0.123]",NA,"[0,0.0294]","(0.0534,0.107]","(0.221,0.331]","[0,0.0294]","(0.0615,0.123]",NA,NA,NA
"14973",8841.201,24,1,2362,"ABBA",NA,971,"M","W",310,"H","BSLP",3,5,FALSE,NA,NA,NA,NA,2010,0.015435104916,0.120454496778,0.452133597762,0.009118494,0.074907870576,0.331109473926,0.01522046295,0.119726996466,0.44973582654,1.17,1.82,NA,NA,NA,"ALIVE","o",10.9275,0.000107513406,8841,FALSE,1,2,3,1,2,3,1,2,3,NA,NA,"[0,0.0294]","(0.0615,0.123]","(0.301,0.452]","[0,0.0294]","(0.0534,0.107]","(0.221,0.331]","[0,0.0294]","(0.0615,0.123]","(0.301,0.452]",NA,NA
"14974",8842.201,24,1,2363,"ABBA",NA,971,"M","W",310,"H","BSLP",3,5,FALSE,NA,NA,NA,NA,2010,0.014713039572,0.119732431434,0.451411532418,0.009118494,0.074907870576,0.331109473926,0.011945934,0.097622070546,0.399342119946,3.25,3.65,NA,NA,NA,"ALIVE","o",10.9275,0.00082957875,8842,FALSE,1,2,3,1,2,3,1,2,3,NA,NA,"[0,0.0294]","(0.0615,0.123]","(0.301,0.452]","[0,0.0294]","(0.0534,0.107]","(0.221,0.331]","[0,0.0294]","(0.0615,0.123]","(0.301,0.452]",NA,NA
"14975",8843.201,24,1,2364,"ABBA",NA,971,"M","W",310,"H","BSLP",4,5,FALSE,NA,NA,NA,NA,2010,0.006436203774,0.161156767926,0.406306630884,0,0.11457108894,0.296868979176,0.006075477408,0.156483512262,0.396820145568,1.85,2.13,NA,NA,NA,"ALIVE","o",10.9275,0.00026880315,8843,FALSE,1,3,3,1,3,3,1,3,3,NA,NA,"[0,0.0294]","(0.123,0.184]","(0.301,0.452]","[0,0.0294]","(0.107,0.16]","(0.221,0.331]","[0,0.0294]","(0.123,0.184]","(0.301,0.452]",NA,NA
"14976",8844.201,24,1,2365,"ABBA",NA,971,"M","W",310,"H","BSLP",4,5,FALSE,NA,NA,NA,NA,2010,0.00602613858,0.160746702732,0.40589656569,0,0.11457108894,0.296868979176,0.003007422264,0.139713298032,0.362209075536,2.94,2.75,NA,NA,NA,"ALIVE","o",10.9275,0.000678868344,8844,FALSE,1,3,3,1,3,3,1,3,3,NA,NA,"[0,0.0294]","(0.123,0.184]","(0.301,0.452]","[0,0.0294]","(0.107,0.16]","(0.221,0.331]","[0,0.0294]","(0.123,0.184]","(0.301,0.452]",NA,NA
"14977",8845.201,24,1,2366,"ABBA",NA,971,"M","W",310,"H","BSLP",4,5,FALSE,NA,NA,NA,NA,2010,0.006705006924,0.161425571076,0.406575434034,0,0.11457108894,0.296868979176,0.006705006924,0.161425571076,0.406575434034,0,1.23,NA,NA,NA,"ALIVE","o",10.9275,0,8845,FALSE,1,3,3,1,3,3,1,3,3,NA,NA,"[0,0.0294]","(0.123,0.184]","(0.301,0.452]","[0,0.0294]","(0.107,0.16]","(0.221,0.331]","[0,0.0294]","(0.123,0.184]","(0.301,0.452]",NA,NA
"14978",8846.201,24,1,2367,"ABBA",NA,971,"M","W",310,"H","BSLP",4,4,FALSE,NA,NA,NA,NA,2010,0.002604205758,0.16289828247,0.406218037764,0,0.11954424174,0.28218232119,0.002082260334,0.158700892812,0.396237787176,1.71,2.08,NA,NA,NA,"ALIVE","o",10.9275,0.000229658814,8846,FALSE,1,3,3,1,3,3,1,3,3,NA,NA,"[0,0.0294]","(0.123,0.184]","(0.301,0.452]","[0,0.0294]","(0.107,0.16]","(0.221,0.331]","[0,0.0294]","(0.123,0.184]","(0.301,0.452]",NA,NA
"14979",8847.201,24,1,2368,"ABBA",NA,971,"M","W",310,"H","BSLP",4,4,FALSE,NA,NA,NA,NA,2010,0.002519704572,0.162813781284,0.406133536578,0,0.11954424174,0.28218232119,0.001513630734,0.157328720472,0.392287013118,2,2.17,NA,NA,NA,"ALIVE","o",10.9275,0.00031416,8847,FALSE,1,3,3,1,3,3,1,3,3,NA,NA,"[0,0.0294]","(0.123,0.184]","(0.301,0.452]","[0,0.0294]","(0.107,0.16]","(0.221,0.331]","[0,0.0294]","(0.123,0.184]","(0.301,0.452]",NA,NA
"14980",8848.201,24,1,2369,"ABBA",NA,971,"M","W",310,"H","BSLP",4,5,FALSE,NA,NA,NA,NA,2010,0.006658440558,0.16137900471,0.406528867668,0,0.11457108894,0.296868979176,0.006658440558,0.160921414962,0.405784277052,0.77,1.49,NA,NA,NA,"ALIVE","o",10.9275,4.6566366e-05,8848,FALSE,1,3,3,1,3,3,1,3,3,NA,NA,"[0,0.0294]","(0.123,0.184]","(0.301,0.452]","[0,0.0294]","(0.107,0.16]","(0.221,0.331]","[0,0.0294]","(0.123,0.184]","(0.301,0.452]",NA,NA
"14981",8849.201,24,1,2370,"ABBA",NA,971,"M","W",310,"H","BSLP",4,4,FALSE,NA,NA,NA,NA,2010,0.002805590172,0.163099666884,0.406419422178,0,0.11954424174,0.28218232119,0.002793023772,0.162900685794,0.406163421048,0.6,1.43,NA,NA,NA,"ALIVE","o",10.9275,2.82744e-05,8849,FALSE,1,3,3,1,3,3,1,3,3,NA,NA,"[0,0.0294]","(0.123,0.184]","(0.301,0.452]","[0,0.0294]","(0.107,0.16]","(0.221,0.331]","[0,0.0294]","(0.123,0.184]","(0.301,0.452]",NA,NA
"14983",8851.201,24,1,2372,"ABBA",NA,971,"M","W",310,"H","BSLP",4,4,FALSE,NA,NA,NA,NA,2010,0.002833864572,0.163127941284,0.406447696578,0,0.11954424174,0.28218232119,0.002833864572,0.163127941284,0.406447696578,0,1.2,NA,NA,NA,"ALIVE","o",10.9275,0,8851,FALSE,1,3,3,1,3,3,1,3,3,NA,NA,"[0,0.0294]","(0.123,0.184]","(0.301,0.452]","[0,0.0294]","(0.107,0.16]","(0.221,0.331]","[0,0.0294]","(0.123,0.184]","(0.301,0.452]",NA,NA
"14984",8852.201,24,1,2373,"ABBA",NA,971,"M","W",310,"H","BSLP",5,1,FALSE,NA,NA,NA,NA,2010,0.011875664262,NA,NA,0,NA,NA,0.011875664262,NA,NA,1.03,1.68,NA,NA,NA,"ALIVE","o",10.9275,8.3323086e-05,8852,FALSE,1,NA,NA,1,NA,NA,1,NA,NA,NA,NA,"[0,0.0294]",NA,NA,"[0,0.0294]",NA,NA,"[0,0.0294]",NA,NA,NA,NA
"14986",8854.201,24,1,2377,"ABBA",NA,971,"M","W",310,"H","BSLP",5,1,FALSE,NA,NA,NA,NA,2010,0.011958987348,NA,NA,0,NA,NA,0.011958987348,NA,NA,0,1.3,NA,NA,NA,"ALIVE","o",10.9275,0,8854,FALSE,1,NA,NA,1,NA,NA,1,NA,NA,NA,NA,"[0,0.0294]",NA,NA,"[0,0.0294]",NA,NA,"[0,0.0294]",NA,NA,NA,NA
